customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,row_status,row_error,score_probability,prediction,threshold,model_name,model_version
0147-ESWWR,Female,1,Yes,No,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,3949.15,No,success,,0.5799856155442381,1.0,0.31,churn_hist_gradient_boosting,v1
1217-VASWC,Male,1,Yes,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),100.55,4304.0,No,success,,0.2640655417270478,0.0,0.31,churn_hist_gradient_boosting,v1
6370-ZVHDV,Female,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.3,1554.9,No,success,,0.01341416548577448,0.0,0.31,churn_hist_gradient_boosting,v1
5915-DGNVC,Female,0,Yes,No,49,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,71.8,3472.05,No,success,,0.073443207047672,0.0,0.31,churn_hist_gradient_boosting,v1
6260-XLACS,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.7,117.8,No,success,,0.057903747008967325,0.0,0.31,churn_hist_gradient_boosting,v1
3566-CAAYU,Female,0,Yes,Yes,64,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,49.85,3210.35,No,success,,0.029440944592644968,0.0,0.31,churn_hist_gradient_boosting,v1
4983-CCWMC,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.6,207.4,No,success,,0.46569474741812666,1.0,0.31,churn_hist_gradient_boosting,v1
9103-CXVOK,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,19.75,No,success,,0.462712790795701,1.0,0.31,churn_hist_gradient_boosting,v1
2896-TBNBE,Male,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,80.8,3132.75,No,success,,0.07966376808514329,0.0,0.31,churn_hist_gradient_boosting,v1
2522-WLNSF,Female,1,Yes,No,34,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),64.2,2106.3,No,success,,0.05973107488749393,0.0,0.31,churn_hist_gradient_boosting,v1
3841-CONLJ,Female,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,35.0,35.0,No,success,,0.6579454143047262,1.0,0.31,churn_hist_gradient_boosting,v1
4475-NVTLU,Male,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.2,903.7,No,success,,0.023540343995836308,0.0,0.31,churn_hist_gradient_boosting,v1
9386-LDCZR,Male,0,No,No,43,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),90.65,3882.3,No,success,,0.05064656266049055,0.0,0.31,churn_hist_gradient_boosting,v1
9585-KKMFD,Male,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.0,879.8,No,success,,0.012194900882983622,0.0,0.31,churn_hist_gradient_boosting,v1
5399-ZIMKF,Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.65,383.65,No,success,,0.6597561827816577,1.0,0.31,churn_hist_gradient_boosting,v1
0336-KXKFK,Male,0,No,No,72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),61.2,4390.25,No,success,,0.008953017184502473,0.0,0.31,churn_hist_gradient_boosting,v1
5619-XZZKR,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,68.2,No,success,,0.04821008322187526,0.0,0.31,churn_hist_gradient_boosting,v1
3948-FVVRP,Male,0,Yes,Yes,9,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,54.8,452.8,No,success,,0.16981448333802657,0.0,0.31,churn_hist_gradient_boosting,v1
5327-XOKKY,Male,1,Yes,No,72,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),73.45,5329.0,No,success,,0.01821322697598551,0.0,0.31,churn_hist_gradient_boosting,v1
0983-TATYJ,Female,0,Yes,No,33,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,51.45,1758.9,No,success,,0.05519714652265862,0.0,0.31,churn_hist_gradient_boosting,v1
1813-JYWTO,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),80.45,5737.6,No,success,,0.00714592240364894,0.0,0.31,churn_hist_gradient_boosting,v1
6719-OXYBR,Male,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,85.3,1219.85,No,success,,0.49361356310612803,1.0,0.31,churn_hist_gradient_boosting,v1
3312-ZWLGF,Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,79.3,2414.55,No,success,,0.5317295890594158,1.0,0.31,churn_hist_gradient_boosting,v1
6476-YHMGA,Female,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),76.5,1155.6,No,success,,0.2493516415894783,0.0,0.31,churn_hist_gradient_boosting,v1
0795-XCCTE,Male,1,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.4,1809.35,No,success,,0.006296903611034114,0.0,0.31,churn_hist_gradient_boosting,v1
0168-XZKBB,Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.85,1564.4,No,success,,0.6556953567011566,1.0,0.31,churn_hist_gradient_boosting,v1
3785-NRHYR,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,19.65,No,success,,0.33636558930199817,1.0,0.31,churn_hist_gradient_boosting,v1
4537-DKTAL,Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.55,84.4,No,success,,0.5636301478035592,1.0,0.31,churn_hist_gradient_boosting,v1
7072-MBHEV,Female,1,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),78.1,864.85,No,success,,0.512824856607919,1.0,0.31,churn_hist_gradient_boosting,v1
5602-BVFMK,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.3,228.75,No,success,,0.04765397315333656,0.0,0.31,churn_hist_gradient_boosting,v1
6297-NOOPG,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.5,7752.05,No,success,,0.10104691742789616,0.0,0.31,churn_hist_gradient_boosting,v1
8204-TIFGJ,Female,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.3,470.6,No,success,,0.06385273765915303,0.0,0.31,churn_hist_gradient_boosting,v1
8050-DVOJX,Male,1,No,No,49,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),81.35,4060.9,No,success,,0.03559865175791995,0.0,0.31,churn_hist_gradient_boosting,v1
8903-XEBGX,Male,0,No,Yes,2,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.3,108.65,No,success,,0.6117518158121609,1.0,0.31,churn_hist_gradient_boosting,v1
8169-SAEJD,Male,1,Yes,No,69,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),56.55,3952.65,No,success,,0.023920051627184788,0.0,0.31,churn_hist_gradient_boosting,v1
1089-XZWHH,Female,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.7,494.05,No,success,,0.01804848553328013,0.0,0.31,churn_hist_gradient_boosting,v1
2325-WINES,Female,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.05,3416.85,No,success,,0.2907471786045952,0.0,0.31,churn_hist_gradient_boosting,v1
6064-ZATLR,Female,0,No,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),52.85,1498.65,No,success,,0.022183705200104594,0.0,0.31,churn_hist_gradient_boosting,v1
7824-PANSQ,Male,0,No,No,58,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),80.65,4807.35,No,success,,0.18674434677467897,0.0,0.31,churn_hist_gradient_boosting,v1
9648-BCHKM,Female,0,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.65,471.35,No,success,,0.020855836073589377,0.0,0.31,churn_hist_gradient_boosting,v1
2888-ADFAO,Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.3,1041.8,No,success,,0.015262133100774298,0.0,0.31,churn_hist_gradient_boosting,v1
8707-HOEDG,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.2,7689.8,No,success,,0.09748012535357815,0.0,0.31,churn_hist_gradient_boosting,v1
4072-IPYLT,Female,0,Yes,Yes,36,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),51.05,1815.0,No,success,,0.114130313626106,0.0,0.31,churn_hist_gradient_boosting,v1
7167-PCEYD,Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.8,1311.3,No,success,,0.007032223617407083,0.0,0.31,churn_hist_gradient_boosting,v1
4936-YPJNK,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.9,199.45,No,success,,0.12809840934782318,0.0,0.31,churn_hist_gradient_boosting,v1
1580-BMCMR,Male,1,No,No,19,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,87.3,1637.3,No,success,,0.6396825450611137,1.0,0.31,churn_hist_gradient_boosting,v1
4817-KEQSP,Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1326.35,No,success,,0.004598665988971111,0.0,0.31,churn_hist_gradient_boosting,v1
6408-WHTEF,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,89.4,6376.55,No,success,,0.007649419602028589,0.0,0.31,churn_hist_gradient_boosting,v1
9251-AWQGT,Female,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,935.9,No,success,,0.00986856931880023,0.0,0.31,churn_hist_gradient_boosting,v1
8749-CLJXC,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,No,success,,0.33636558930199817,1.0,0.31,churn_hist_gradient_boosting,v1
7989-VCQOH,Male,0,Yes,Yes,18,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,83.25,1611.15,No,success,,0.2343979021620988,0.0,0.31,churn_hist_gradient_boosting,v1
4199-QHJNM,Male,1,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),102.9,6989.7,No,success,,0.08595424083405169,0.0,0.31,churn_hist_gradient_boosting,v1
8882-TLVRW,Male,0,Yes,Yes,69,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,39.1,2779.5,No,success,,0.009124510804299938,0.0,0.31,churn_hist_gradient_boosting,v1
5135-GRQJV,Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,114.5,8331.95,No,success,,0.022090872617566388,0.0,0.31,churn_hist_gradient_boosting,v1
2384-OVPSA,Female,1,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,735.9,No,success,,0.018311758972167087,0.0,0.31,churn_hist_gradient_boosting,v1
1371-WEPDS,Male,1,Yes,No,40,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,55.8,2283.3,No,success,,0.11753991566520927,0.0,0.31,churn_hist_gradient_boosting,v1
3580-GICBM,Female,0,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.2,1445.2,No,success,,0.008787634423382032,0.0,0.31,churn_hist_gradient_boosting,v1
9730-DRTMJ,Male,0,Yes,No,32,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),72.8,2333.05,No,success,,0.06220905779212859,0.0,0.31,churn_hist_gradient_boosting,v1
4686-UXDML,Female,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.85,1992.55,No,success,,0.5821696544025746,1.0,0.31,churn_hist_gradient_boosting,v1
3349-ANQNH,Female,1,No,No,59,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.5,5890.0,No,success,,0.3632959560639909,1.0,0.31,churn_hist_gradient_boosting,v1
0932-YIXYU,Female,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,1029.8,No,success,,0.011921767772185681,0.0,0.31,churn_hist_gradient_boosting,v1
7480-SPLEF,Male,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.0,1796.55,No,success,,0.008836055543670056,0.0,0.31,churn_hist_gradient_boosting,v1
7636-XUHWW,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.9,33.7,No,success,,0.2586470156499505,0.0,0.31,churn_hist_gradient_boosting,v1
1431-CYWMH,Female,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.05,454.05,No,success,,0.05404568227971629,0.0,0.31,churn_hist_gradient_boosting,v1
5937-EORGB,Male,1,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,96.5,1392.25,No,success,,0.6762177456576894,1.0,0.31,churn_hist_gradient_boosting,v1
6349-JDHQP,Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,1049.6,No,success,,0.016240652052576993,0.0,0.31,churn_hist_gradient_boosting,v1
5539-HIVAK,Female,1,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.7,734.6,No,success,,0.12101466524543504,0.0,0.31,churn_hist_gradient_boosting,v1
5847-MXBEO,Male,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.3,475.1,No,success,,0.017552482105409266,0.0,0.31,churn_hist_gradient_boosting,v1
4583-PARNH,Male,1,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,91.55,1540.05,No,success,,0.5406382359218773,1.0,0.31,churn_hist_gradient_boosting,v1
1116-FRYVH,Female,0,Yes,Yes,48,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,39.4,1978.65,No,success,,0.018042294167463738,0.0,0.31,churn_hist_gradient_boosting,v1
1421-HCERK,Male,1,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),105.7,3181.8,No,success,,0.370143000339303,1.0,0.31,churn_hist_gradient_boosting,v1
9633-XQABV,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,229.7,No,success,,0.63385997262001,1.0,0.31,churn_hist_gradient_boosting,v1
0716-BQNDX,Male,1,No,No,57,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,93.75,5625.55,No,success,,0.09596851988674222,0.0,0.31,churn_hist_gradient_boosting,v1
1183-CANVH,Female,0,Yes,No,23,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),60.0,1347.15,No,success,,0.057382678434884975,0.0,0.31,churn_hist_gradient_boosting,v1
1972-XMUWV,Female,0,Yes,No,65,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),59.8,3808.2,No,success,,0.020522490494195474,0.0,0.31,churn_hist_gradient_boosting,v1
8679-LZBMD,Male,0,Yes,No,44,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),90.65,3974.15,No,success,,0.22911655691562904,0.0,0.31,churn_hist_gradient_boosting,v1
3407-JMJQQ,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.0,7661.8,No,success,,0.04637121551951964,0.0,0.31,churn_hist_gradient_boosting,v1
6252-DFGTK,Female,0,Yes,No,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),68.1,2479.25,No,success,,0.052011557364550196,0.0,0.31,churn_hist_gradient_boosting,v1
1539-LNKHM,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,266.6,No,success,,0.07417545378549177,0.0,0.31,churn_hist_gradient_boosting,v1
8645-KOMJQ,Male,0,Yes,Yes,69,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),81.95,5601.4,No,success,,0.02714141455268887,0.0,0.31,churn_hist_gradient_boosting,v1
0289-IVARM,Female,0,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,60.55,1982.6,No,success,,0.13266459994179752,0.0,0.31,churn_hist_gradient_boosting,v1
9761-XUJWD,Male,0,No,No,5,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.6,339.9,No,success,,0.26578047213022554,0.0,0.31,churn_hist_gradient_boosting,v1
4057-FKCZK,Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),82.5,4828.05,No,success,,0.050078382471579384,0.0,0.31,churn_hist_gradient_boosting,v1
4291-TPNFG,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),82.3,5980.55,No,success,,0.004798014218999999,0.0,0.31,churn_hist_gradient_boosting,v1
6087-YPWHO,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,68.15,4808.7,No,success,,0.004675047240836865,0.0,0.31,churn_hist_gradient_boosting,v1
3090-QFUVD,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.3,20.3,No,success,,0.286430976237283,0.0,0.31,churn_hist_gradient_boosting,v1
1722-LDZJS,Male,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.2,1068.15,No,success,,0.021338176645267402,0.0,0.31,churn_hist_gradient_boosting,v1
1818-ESQMW,Female,0,No,No,27,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.2,2383.6,No,success,,0.42177812068607806,1.0,0.31,churn_hist_gradient_boosting,v1
7401-RUBNK,Female,0,Yes,No,18,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,74.8,1438.05,No,success,,0.33995309110216887,1.0,0.31,churn_hist_gradient_boosting,v1
0506-YLVKJ,Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.2,917.45,No,success,,0.011144753896548914,0.0,0.31,churn_hist_gradient_boosting,v1
8661-BOYNW,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),84.4,6096.45,No,success,,0.01105553493240383,0.0,0.31,churn_hist_gradient_boosting,v1
4815-GBTCD,Female,0,Yes,No,4,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.15,99.95,No,success,,0.4367303084861726,1.0,0.31,churn_hist_gradient_boosting,v1
2805-AUFQN,Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.8,475.2,No,success,,0.016354572354072956,0.0,0.31,churn_hist_gradient_boosting,v1
0980-PVMRC,Female,0,Yes,Yes,40,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.85,2036.55,No,success,,0.32248005129497676,1.0,0.31,churn_hist_gradient_boosting,v1
7233-DRTRF,Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.4,6444.05,No,success,,0.39046027399911415,1.0,0.31,churn_hist_gradient_boosting,v1
3873-NFTGI,Male,0,No,No,14,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.5,767.55,No,success,,0.23527771204456915,0.0,0.31,churn_hist_gradient_boosting,v1
1162-ECVII,Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.75,7932.5,No,success,,0.045078958388053744,0.0,0.31,churn_hist_gradient_boosting,v1
7048-GXDAY,Male,0,No,No,39,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,4040.65,No,success,,0.5434662975297089,1.0,0.31,churn_hist_gradient_boosting,v1
8571-ZCMCX,Female,0,Yes,Yes,47,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),60.0,2768.65,No,success,,0.025926377202897893,0.0,0.31,churn_hist_gradient_boosting,v1
1169-WCVAK,Male,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),88.8,1672.35,No,success,,0.34497829052831375,1.0,0.31,churn_hist_gradient_boosting,v1
7129-CAKJW,Female,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),80.05,1345.65,No,success,,0.2820820606325346,0.0,0.31,churn_hist_gradient_boosting,v1
8695-ARGXZ,Male,1,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.55,2425.4,No,success,,0.5759293967943596,1.0,0.31,churn_hist_gradient_boosting,v1
3570-YUEKJ,Female,0,No,No,42,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.55,2077.95,No,success,,0.26174966840734515,0.0,0.31,churn_hist_gradient_boosting,v1
1555-HAPSU,Female,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.9,1663.5,No,success,,0.003757199826528624,0.0,0.31,churn_hist_gradient_boosting,v1
1697-NVVGY,Male,1,Yes,No,19,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.4,1286.05,No,success,,0.1495729468686105,0.0,0.31,churn_hist_gradient_boosting,v1
8464-EETCQ,Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.8,1094.35,No,success,,0.013228009118392737,0.0,0.31,churn_hist_gradient_boosting,v1
2419-FSORS,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.4,7719.5,No,success,,0.08256835207872565,0.0,0.31,churn_hist_gradient_boosting,v1
8132-YPVBX,Female,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.95,514.6,No,success,,0.6761311721466199,1.0,0.31,churn_hist_gradient_boosting,v1
6754-LZUKA,Male,0,Yes,No,61,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),80.9,4932.5,No,success,,0.027221497554507507,0.0,0.31,churn_hist_gradient_boosting,v1
8099-MZPUJ,Male,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),111.8,5443.65,No,success,,0.058232219782333824,0.0,0.31,churn_hist_gradient_boosting,v1
0787-LHDYT,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.6,330.25,No,success,,0.11552080727147081,0.0,0.31,churn_hist_gradient_boosting,v1
0374-IOEGQ,Female,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.6,122.7,No,success,,0.4682478725797522,1.0,0.31,churn_hist_gradient_boosting,v1
3197-NNYNB,Male,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),105.1,6631.85,No,success,,0.08295614607913519,0.0,0.31,churn_hist_gradient_boosting,v1
3396-DKDEL,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.15,8250.0,No,success,,0.07054565919250361,0.0,0.31,churn_hist_gradient_boosting,v1
1752-OZXFY,Male,0,Yes,No,60,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,59.8,3561.15,No,success,,0.03629135979760662,0.0,0.31,churn_hist_gradient_boosting,v1
9066-QRSDU,Female,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.3,1763.55,No,success,,0.03814463554291586,0.0,0.31,churn_hist_gradient_boosting,v1
9112-WSNPU,Female,1,No,No,35,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.55,2419.0,No,success,,0.33704033719376264,1.0,0.31,churn_hist_gradient_boosting,v1
