AdditionalInternetServicesCount,Churn,Contract,Dependents,InternetService,MC_x_Additional,MC_x_Streaming,MonthlyCharges,PaperlessBilling,Partner,PaymentMethod_bin_3,SeniorCitizenRelevel,StreamingServicesCount,tenure
0.0,Yes,Month-to-month,No,Fiber optic,0.0,84.55,84.55,Yes,Yes,Electronic check,Yes,1.0,7
0.0,Yes,Two year,No,No,0.0,0.0,24.75,No,No,Automatic,No,0.0,25
0.0,Yes,Month-to-month,No,Fiber optic,0.0,85.8,85.8,Yes,No,Automatic,Yes,1.0,20
0.0,Yes,Month-to-month,No,DSL,0.0,0.0,24.45,Yes,No,Electronic check,No,0.0,4
2.0,Yes,Month-to-month,No,Fiber optic,211.4,211.4,105.7,Yes,No,Electronic check,No,2.0,28
0.0,Yes,Month-to-month,No,DSL,0.0,0.0,24.25,Yes,No,Electronic check,No,0.0,1
0.0,Yes,Month-to-month,No,Fiber optic,0.0,0.0,76.5,Yes,No,Electronic check,No,0.0,11
2.0,Yes,Month-to-month,No,Fiber optic,187.0,93.5,93.5,Yes,No,Electronic check,No,1.0,4
1.0,Yes,One year,No,Fiber optic,101.5,203.0,101.5,Yes,Yes,Automatic,Yes,2.0,54
1.0,Yes,Month-to-month,Yes,Fiber optic,74.9,0.0,74.9,Yes,No,Automatic,No,0.0,28
0.0,Yes,Month-to-month,No,Fiber optic,0.0,0.0,69.6,Yes,No,Electronic check,Yes,0.0,2
0.0,Yes,Month-to-month,No,No,0.0,0.0,24.05,Yes,No,Mailed check,No,0.0,1
1.0,Yes,Month-to-month,No,DSL,50.55,0.0,50.55,No,No,Electronic check,No,0.0,1
1.0,Yes,Month-to-month,No,Fiber optic,100.55,201.1,100.55,Yes,No,Electronic check,No,2.0,14
0.0,Yes,Month-to-month,Yes,No,0.0,0.0,20.5,Yes,Yes,Mailed check,No,0.0,1
1.0,Yes,Month-to-month,No,Fiber optic,74.8,0.0,74.8,Yes,No,Automatic,No,0.0,4
0.0,Yes,Month-to-month,No,DSL,0.0,0.0,24.45,Yes,Yes,Electronic check,No,0.0,20
0.0,Yes,Month-to-month,No,Fiber optic,0.0,0.0,71.0,Yes,No,Automatic,No,0.0,14
1.0,Yes,Month-to-month,No,DSL,40.3,40.3,40.3,Yes,No,Electronic check,Yes,1.0,30
1.0,Yes,Month-to-month,No,DSL,50.6,101.2,50.6,Yes,No,Electronic check,No,2.0,3
2.0,Yes,Month-to-month,Yes,Fiber optic,169.7,0.0,84.85,Yes,Yes,Electronic check,No,0.0,40
0.0,Yes,Month-to-month,Yes,DSL,0.0,131.4,65.7,No,Yes,Mailed check,No,2.0,2
0.0,Yes,Month-to-month,No,Fiber optic,0.0,0.0,70.5,No,No,Electronic check,No,0.0,1
2.0,Yes,Month-to-month,No,Fiber optic,189.7,94.85,94.85,Yes,No,Electronic check,No,1.0,10
0.0,Yes,Month-to-month,No,No,0.0,0.0,19.75,No,No,Mailed check,No,0.0,1
2.0,Yes,Month-to-month,Yes,DSL,130.9,65.45,65.45,Yes,Yes,Electronic check,No,1.0,14
1.0,Yes,Month-to-month,No,Fiber optic,98.7,197.4,98.7,Yes,Yes,Electronic check,Yes,2.0,58
3.0,Yes,One year,Yes,DSL,202.5,67.5,67.5,Yes,Yes,Automatic,No,1.0,22
0.0,Yes,Month-to-month,No,Fiber optic,0.0,0.0,69.6,Yes,No,Electronic check,No,0.0,1
3.0,Yes,One year,No,DSL,253.04999999999998,168.7,84.35,No,Yes,Electronic check,No,2.0,49
1.0,Yes,Month-to-month,No,Fiber optic,100.2,200.4,100.2,Yes,Yes,Electronic check,Yes,2.0,68
0.0,Yes,Month-to-month,No,Fiber optic,0.0,78.05,78.05,No,No,Electronic check,No,1.0,1
0.0,Yes,Month-to-month,No,Fiber optic,0.0,0.0,73.6,No,No,Electronic check,No,0.0,7
0.0,Yes,Month-to-month,No,Fiber optic,0.0,0.0,74.75,Yes,No,Electronic check,No,0.0,9
0.0,Yes,Month-to-month,No,No,0.0,0.0,20.2,Yes,No,Mailed check,No,0.0,1
0.0,Yes,Month-to-month,No,Fiber optic,0.0,187.1,93.55,Yes,Yes,Electronic check,Yes,2.0,24
0.0,Yes,Month-to-month,No,DSL,0.0,0.0,25.05,Yes,No,Electronic check,No,0.0,2
2.0,Yes,Month-to-month,No,Fiber optic,191.1,95.55,95.55,Yes,Yes,Electronic check,Yes,1.0,27
1.0,Yes,Month-to-month,No,DSL,39.3,39.3,39.3,Yes,No,Electronic check,No,1.0,57
0.0,Yes,Month-to-month,No,No,0.0,0.0,20.25,Yes,No,Mailed check,No,0.0,1
0.0,Yes,Month-to-month,No,DSL,0.0,0.0,23.9,Yes,No,Electronic check,No,0.0,13
1.0,Yes,Month-to-month,No,Fiber optic,85.45,85.45,85.45,Yes,No,Electronic check,No,1.0,1
1.0,Yes,One year,No,Fiber optic,99.9,199.8,99.9,No,No,Automatic,No,2.0,63
0.0,Yes,Month-to-month,No,Fiber optic,0.0,84.8,84.8,Yes,No,Electronic check,No,1.0,25
0.0,Yes,Month-to-month,No,Fiber optic,0.0,0.0,75.2,Yes,Yes,Electronic check,No,0.0,35
1.0,Yes,Two year,No,DSL,49.35,98.7,49.35,No,Yes,Electronic check,No,2.0,71
0.0,Yes,Month-to-month,No,Fiber optic,0.0,0.0,74.9,Yes,No,Electronic check,No,0.0,6
2.0,Yes,Month-to-month,No,Fiber optic,202.5,202.5,101.25,Yes,No,Electronic check,No,2.0,15
0.0,Yes,Month-to-month,No,No,0.0,0.0,18.95,Yes,No,Mailed check,No,0.0,9
1.0,Yes,Month-to-month,No,DSL,28.6,0.0,28.6,No,No,Automatic,No,0.0,37
0.0,Yes,Month-to-month,No,DSL,0.0,0.0,24.35,No,No,Electronic check,Yes,0.0,2
1.0,Yes,Month-to-month,No,Fiber optic,98.65,197.3,98.65,No,No,Electronic check,Yes,2.0,29
1.0,Yes,Month-to-month,No,Fiber optic,79.9,0.0,79.9,Yes,Yes,Automatic,Yes,0.0,5
2.0,Yes,Month-to-month,No,Fiber optic,206.6,206.6,103.3,Yes,No,Electronic check,Yes,2.0,28
2.0,Yes,Month-to-month,No,Fiber optic,192.4,96.2,96.2,Yes,Yes,Automatic,No,1.0,11
2.0,Yes,One year,No,Fiber optic,208.3,208.3,104.15,Yes,Yes,Electronic check,No,2.0,55
2.0,Yes,Month-to-month,No,Fiber optic,205.9,205.9,102.95,Yes,No,Automatic,Yes,2.0,24
0.0,Yes,Month-to-month,No,Fiber optic,0.0,181.2,90.6,No,No,Electronic check,No,2.0,1
1.0,Yes,Month-to-month,No,DSL,50.8,0.0,50.8,Yes,No,Automatic,No,0.0,6
1.0,Yes,Month-to-month,No,Fiber optic,90.05,90.05,90.05,Yes,No,Electronic check,No,1.0,4
0.0,Yes,Month-to-month,No,Fiber optic,0.0,0.0,75.85,Yes,Yes,Electronic check,No,0.0,3
0.0,Yes,Month-to-month,Yes,Fiber optic,0.0,0.0,68.5,Yes,Yes,Electronic check,No,0.0,1
1.0,Yes,Month-to-month,No,Fiber optic,73.5,0.0,73.5,Yes,No,Electronic check,No,0.0,11
0.0,Yes,Month-to-month,No,Fiber optic,0.0,0.0,69.95,Yes,No,Mailed check,No,0.0,1
1.0,Yes,Month-to-month,No,DSL,70.05,140.1,70.05,Yes,No,Electronic check,No,2.0,5
2.0,Yes,Month-to-month,No,Fiber optic,188.0,94.0,94.0,Yes,No,Electronic check,No,1.0,8
3.0,Yes,Month-to-month,Yes,DSL,183.45,0.0,61.15,No,Yes,Mailed check,No,0.0,22
2.0,Yes,Month-to-month,No,Fiber optic,168.9,0.0,84.45,Yes,Yes,Electronic check,No,0.0,29
1.0,Yes,One year,No,DSL,75.3,150.6,75.3,Yes,Yes,Mailed check,No,2.0,13
3.0,Yes,One year,No,Fiber optic,328.65,219.1,109.55,Yes,Yes,Mailed check,Yes,2.0,43
0.0,Yes,Month-to-month,No,No,0.0,0.0,19.6,Yes,No,Mailed check,No,0.0,3
2.0,Yes,Month-to-month,No,DSL,132.8,66.4,66.4,No,No,Automatic,Yes,1.0,2
1.0,Yes,Month-to-month,No,Fiber optic,100.05,200.1,100.05,Yes,Yes,Automatic,Yes,2.0,66
3.0,Yes,One year,No,Fiber optic,306.0,102.0,102.0,No,No,Electronic check,No,1.0,62
3.0,Yes,Month-to-month,No,Fiber optic,270.6,0.0,90.2,No,Yes,Automatic,No,0.0,17
0.0,Yes,Two year,No,No,0.0,0.0,25.15,Yes,Yes,Automatic,No,0.0,56
1.0,Yes,Month-to-month,No,Fiber optic,79.85,0.0,79.85,Yes,No,Automatic,No,0.0,31
1.0,Yes,Month-to-month,No,DSL,49.6,0.0,49.6,Yes,No,Mailed check,No,0.0,2
2.0,Yes,One year,No,Fiber optic,211.9,211.9,105.95,Yes,Yes,Automatic,Yes,2.0,66
1.0,Yes,Month-to-month,Yes,Fiber optic,91.85,91.85,91.85,No,No,Electronic check,No,1.0,3
1.0,Yes,Month-to-month,Yes,DSL,40.1,40.1,40.1,No,Yes,Electronic check,No,1.0,1
0.0,Yes,Month-to-month,No,Fiber optic,0.0,0.0,73.9,Yes,No,Electronic check,Yes,0.0,31
0.0,Yes,Month-to-month,No,Fiber optic,0.0,179.6,89.8,Yes,No,Mailed check,No,2.0,14
3.0,Yes,Month-to-month,Yes,DSL,216.75,72.25,72.25,No,Yes,Electronic check,No,1.0,35
0.0,Yes,Month-to-month,No,Fiber optic,0.0,193.1,96.55,Yes,No,Electronic check,Yes,2.0,37
1.0,Yes,Month-to-month,No,DSL,40.1,40.1,40.1,Yes,No,Automatic,No,1.0,7
1.0,Yes,Month-to-month,No,Fiber optic,101.25,202.5,101.25,Yes,No,Electronic check,Yes,2.0,24
0.0,Yes,Month-to-month,No,Fiber optic,0.0,79.55,79.55,No,No,Electronic check,No,1.0,1
0.0,Yes,One year,No,Fiber optic,0.0,84.05,84.05,No,No,Electronic check,No,1.0,32
0.0,Yes,Month-to-month,No,Fiber optic,0.0,178.2,89.1,Yes,No,Electronic check,No,2.0,1
2.0,Yes,Month-to-month,Yes,Fiber optic,188.8,94.4,94.4,No,Yes,Electronic check,No,1.0,17
2.0,Yes,Month-to-month,No,Fiber optic,156.5,0.0,78.25,Yes,No,Electronic check,No,0.0,19
0.0,Yes,Month-to-month,No,DSL,0.0,0.0,44.15,Yes,No,Electronic check,Yes,0.0,2
0.0,Yes,Month-to-month,No,Fiber optic,0.0,0.0,75.75,Yes,No,Electronic check,Yes,0.0,8
0.0,Yes,Month-to-month,No,No,0.0,0.0,19.1,Yes,No,Mailed check,No,0.0,1
1.0,Yes,Month-to-month,No,Fiber optic,80.3,0.0,80.3,Yes,Yes,Electronic check,Yes,0.0,1
1.0,Yes,Month-to-month,No,Fiber optic,74.9,0.0,74.9,Yes,No,Electronic check,No,0.0,1
0.0,Yes,Month-to-month,No,Fiber optic,0.0,80.85,80.85,Yes,No,Electronic check,Yes,1.0,9
0.0,Yes,Month-to-month,No,DSL,0.0,0.0,24.75,No,No,Electronic check,No,0.0,3
1.0,Yes,Month-to-month,No,Fiber optic,90.85,90.85,90.85,Yes,No,Automatic,Yes,1.0,49
2.0,Yes,Month-to-month,No,Fiber optic,159.4,0.0,79.7,No,Yes,Automatic,No,0.0,2
3.0,Yes,Two year,Yes,DSL,172.64999999999998,0.0,57.55,No,Yes,Automatic,No,0.0,55
0.0,Yes,Month-to-month,No,Fiber optic,0.0,86.5,86.5,Yes,Yes,Electronic check,No,1.0,21
2.0,Yes,Month-to-month,Yes,Fiber optic,207.9,207.9,103.95,Yes,Yes,Electronic check,No,2.0,69
0.0,Yes,Month-to-month,No,DSL,0.0,0.0,25.1,Yes,No,Electronic check,Yes,0.0,1
3.0,Yes,Month-to-month,No,DSL,146.85000000000002,48.95,48.95,Yes,No,Automatic,No,1.0,39
1.0,Yes,Month-to-month,Yes,Fiber optic,83.55,83.55,83.55,Yes,Yes,Automatic,No,1.0,6
2.0,Yes,Month-to-month,No,Fiber optic,178.3,89.15,89.15,Yes,No,Electronic check,Yes,1.0,17
0.0,Yes,Month-to-month,Yes,Fiber optic,0.0,0.0,70.45,Yes,No,Mailed check,No,0.0,1
3.0,Yes,One year,No,DSL,180.89999999999998,0.0,60.3,No,Yes,Automatic,No,0.0,58
0.0,Yes,Month-to-month,Yes,DSL,0.0,0.0,24.75,No,No,Electronic check,No,0.0,1
2.0,Yes,Month-to-month,Yes,Fiber optic,206.6,206.6,103.3,No,Yes,Electronic check,No,2.0,19
0.0,Yes,Month-to-month,No,Fiber optic,0.0,78.5,78.5,Yes,No,Electronic check,No,1.0,3
0.0,Yes,Month-to-month,No,No,0.0,0.0,19.85,No,No,Mailed check,No,0.0,3
0.0,Yes,Month-to-month,No,Fiber optic,0.0,79.9,79.9,Yes,No,Electronic check,Yes,1.0,3
1.0,Yes,Month-to-month,No,Fiber optic,99.7,199.4,99.7,Yes,No,Electronic check,Yes,2.0,30
2.0,Yes,Month-to-month,No,DSL,117.2,0.0,58.6,Yes,No,Automatic,No,0.0,15
1.0,Yes,Month-to-month,No,Fiber optic,98.5,197.0,98.5,Yes,Yes,Electronic check,No,2.0,10
1.0,Yes,Month-to-month,No,DSL,50.45,0.0,50.45,Yes,No,Mailed check,No,0.0,1
2.0,Yes,Month-to-month,Yes,Fiber optic,189.3,94.65,94.65,Yes,Yes,Electronic check,No,1.0,38
1.0,Yes,Month-to-month,No,Fiber optic,100.25,200.5,100.25,Yes,No,Automatic,No,2.0,1
1.0,Yes,Month-to-month,No,Fiber optic,88.45,88.45,88.45,Yes,No,Electronic check,No,1.0,16
0.0,Yes,Month-to-month,No,Fiber optic,0.0,0.0,69.85,Yes,No,Electronic check,No,0.0,1
2.0,Yes,Month-to-month,No,Fiber optic,163.4,0.0,81.7,No,No,Automatic,No,0.0,12
0.0,Yes,Month-to-month,No,Fiber optic,0.0,79.9,79.9,Yes,No,Electronic check,No,1.0,4
0.0,Yes,Month-to-month,No,No,0.0,0.0,25.4,Yes,No,Automatic,No,0.0,15
2.0,Yes,Month-to-month,No,Fiber optic,167.5,0.0,83.75,Yes,Yes,Automatic,Yes,0.0,41
0.0,Yes,Month-to-month,No,No,0.0,0.0,20.9,No,No,Mailed check,No,0.0,1
0.0,Yes,Month-to-month,No,Fiber optic,0.0,0.0,69.4,Yes,Yes,Mailed check,No,0.0,1
0.0,Yes,Month-to-month,No,Fiber optic,0.0,0.0,74.9,Yes,No,Electronic check,No,0.0,7
1.0,Yes,Month-to-month,No,Fiber optic,74.15,0.0,74.15,Yes,Yes,Automatic,Yes,0.0,42
0.0,Yes,Month-to-month,No,Fiber optic,0.0,0.0,70.1,Yes,No,Electronic check,No,0.0,1
1.0,Yes,Month-to-month,Yes,Fiber optic,78.3,0.0,78.3,Yes,No,Electronic check,No,0.0,12
0.0,Yes,Month-to-month,No,Fiber optic,0.0,193.6,96.8,Yes,No,Electronic check,No,2.0,55
2.0,Yes,Month-to-month,No,Fiber optic,188.8,94.4,94.4,Yes,No,Electronic check,No,1.0,17
1.0,Yes,Month-to-month,No,Fiber optic,84.3,84.3,84.3,No,No,Electronic check,No,1.0,1
4.0,Yes,Two year,Yes,DSL,369.8,184.9,92.45,No,Yes,Automatic,Yes,2.0,72
1.0,Yes,Month-to-month,No,Fiber optic,99.55,199.1,99.55,Yes,Yes,Electronic check,Yes,2.0,11
1.0,Yes,Month-to-month,No,Fiber optic,81.25,0.0,81.25,Yes,No,Electronic check,Yes,0.0,8
0.0,Yes,Month-to-month,Yes,No,0.0,0.0,19.95,No,Yes,Automatic,No,0.0,1
3.0,Yes,Month-to-month,No,Fiber optic,297.75,99.25,99.25,Yes,Yes,Electronic check,No,1.0,23
2.0,Yes,Two year,No,Fiber optic,160.9,0.0,80.45,Yes,No,Electronic check,No,0.0,39
1.0,Yes,Month-to-month,Yes,Fiber optic,79.35,0.0,79.35,Yes,Yes,Automatic,No,0.0,9
1.0,Yes,Month-to-month,No,Fiber optic,79.75,0.0,79.75,Yes,No,Electronic check,No,0.0,15
1.0,Yes,Month-to-month,Yes,Fiber optic,100.05,200.1,100.05,Yes,Yes,Electronic check,No,2.0,30
0.0,Yes,Month-to-month,No,Fiber optic,0.0,0.0,69.35,Yes,No,Electronic check,No,0.0,1
1.0,Yes,Month-to-month,No,Fiber optic,85.8,85.8,85.8,No,No,Electronic check,No,1.0,3
2.0,Yes,Two year,Yes,DSL,159.4,159.4,79.7,Yes,Yes,Electronic check,No,2.0,67
0.0,Yes,Month-to-month,No,DSL,0.0,0.0,50.55,No,No,Mailed check,Yes,0.0,1
0.0,Yes,Month-to-month,No,Fiber optic,0.0,80.55,80.55,Yes,Yes,Electronic check,No,1.0,1
2.0,Yes,Month-to-month,Yes,Fiber optic,169.0,0.0,84.5,Yes,Yes,Electronic check,No,0.0,12
1.0,Yes,Month-to-month,No,Fiber optic,84.3,84.3,84.3,Yes,No,Mailed check,No,1.0,22
0.0,Yes,Month-to-month,No,Fiber optic,0.0,0.0,67.75,Yes,No,Electronic check,No,0.0,2
0.0,Yes,Month-to-month,No,Fiber optic,0.0,85.25,85.25,Yes,No,Electronic check,Yes,1.0,27
1.0,Yes,Month-to-month,No,Fiber optic,80.05,0.0,80.05,Yes,No,Automatic,No,0.0,10
0.0,Yes,Month-to-month,No,No,0.0,0.0,20.0,No,No,Mailed check,No,0.0,1
1.0,Yes,Month-to-month,No,DSL,48.8,0.0,48.8,Yes,No,Automatic,No,0.0,22
0.0,Yes,Month-to-month,No,Fiber optic,0.0,85.05,85.05,Yes,No,Electronic check,Yes,1.0,1
3.0,Yes,Month-to-month,Yes,Fiber optic,308.4,205.6,102.8,Yes,Yes,Electronic check,No,2.0,21
2.0,Yes,Month-to-month,No,Fiber optic,199.9,199.9,99.95,Yes,No,Mailed check,No,2.0,6
4.0,Yes,One year,No,Fiber optic,471.2,235.6,117.8,Yes,Yes,Automatic,No,2.0,72
1.0,Yes,Month-to-month,No,Fiber optic,79.5,0.0,79.5,Yes,No,Electronic check,Yes,0.0,54
1.0,Yes,Month-to-month,No,Fiber optic,79.65,0.0,79.65,Yes,Yes,Automatic,No,0.0,3
1.0,Yes,Month-to-month,No,Fiber optic,94.7,189.4,94.7,Yes,No,Electronic check,No,2.0,8
1.0,Yes,Month-to-month,No,Fiber optic,92.5,92.5,92.5,Yes,No,Electronic check,No,1.0,5
0.0,Yes,Month-to-month,Yes,No,0.0,0.0,19.45,No,Yes,Mailed check,No,0.0,1
0.0,Yes,Month-to-month,No,Fiber optic,0.0,0.0,75.55,Yes,No,Electronic check,No,0.0,2
0.0,Yes,Month-to-month,Yes,Fiber optic,0.0,0.0,70.0,Yes,Yes,Electronic check,No,0.0,1
2.0,Yes,Two year,Yes,DSL,149.6,149.6,74.8,Yes,Yes,Automatic,No,2.0,65
2.0,Yes,Month-to-month,No,Fiber optic,208.8,208.8,104.4,Yes,Yes,Electronic check,No,2.0,33
1.0,Yes,Month-to-month,No,Fiber optic,86.2,86.2,86.2,No,No,Electronic check,No,1.0,15
1.0,Yes,Month-to-month,Yes,DSL,51.2,102.4,51.2,No,Yes,Automatic,No,2.0,30
0.0,Yes,Month-to-month,No,No,0.0,0.0,19.5,No,No,Mailed check,No,0.0,2
0.0,Yes,Month-to-month,No,Fiber optic,0.0,0.0,74.9,Yes,No,Electronic check,Yes,0.0,4
0.0,Yes,Month-to-month,No,Fiber optic,0.0,0.0,74.9,No,No,Automatic,No,0.0,2
1.0,Yes,Month-to-month,No,Fiber optic,100.25,200.5,100.25,Yes,No,Electronic check,No,2.0,25
2.0,Yes,Month-to-month,No,Fiber optic,205.6,205.6,102.8,Yes,No,Mailed check,Yes,2.0,25
1.0,Yes,One year,No,Fiber optic,100.0,200.0,100.0,Yes,No,Electronic check,No,2.0,43
2.0,Yes,Month-to-month,No,Fiber optic,199.7,199.7,99.85,Yes,Yes,Electronic check,No,2.0,10
0.0,Yes,Month-to-month,Yes,Fiber optic,0.0,188.4,94.2,Yes,No,Automatic,No,2.0,2
0.0,Yes,Month-to-month,No,Fiber optic,0.0,83.85,83.85,Yes,No,Electronic check,Yes,1.0,9
1.0,Yes,Month-to-month,No,Fiber optic,88.3,88.3,88.3,No,No,Automatic,Yes,1.0,27
3.0,Yes,One year,No,Fiber optic,312.15,208.1,104.05,Yes,No,Automatic,No,2.0,69
1.0,Yes,Month-to-month,No,Fiber optic,94.7,189.4,94.7,Yes,Yes,Automatic,No,2.0,22
1.0,Yes,Month-to-month,No,Fiber optic,100.65,201.3,100.65,Yes,Yes,Automatic,Yes,2.0,56
2.0,Yes,Two year,No,DSL,161.1,161.1,80.55,Yes,Yes,Automatic,Yes,2.0,66
1.0,Yes,Month-to-month,No,Fiber optic,78.85,0.0,78.85,Yes,Yes,Electronic check,Yes,0.0,24
0.0,Yes,Month-to-month,No,DSL,0.0,0.0,44.45,Yes,No,Mailed check,No,0.0,1
0.0,Yes,Month-to-month,No,Fiber optic,0.0,84.9,84.9,Yes,No,Electronic check,No,1.0,36
0.0,Yes,Month-to-month,No,No,0.0,0.0,20.25,No,No,Mailed check,No,0.0,1
1.0,Yes,Month-to-month,No,Fiber optic,74.35,0.0,74.35,Yes,No,Electronic check,No,0.0,1
2.0,Yes,Month-to-month,No,DSL,124.1,0.0,62.05,No,No,Mailed check,No,0.0,1
3.0,Yes,One year,Yes,DSL,240.0,160.0,80.0,No,Yes,Automatic,No,2.0,39
2.0,Yes,Month-to-month,No,Fiber optic,208.2,208.2,104.1,No,No,Mailed check,No,2.0,5
1.0,Yes,Month-to-month,No,DSL,39.1,39.1,39.1,No,Yes,Automatic,Yes,1.0,24
0.0,Yes,Month-to-month,No,Fiber optic,0.0,0.0,76.5,Yes,No,Electronic check,No,0.0,2
1.0,Yes,Month-to-month,No,DSL,49.2,0.0,49.2,Yes,No,Electronic check,No,0.0,5
0.0,Yes,Month-to-month,No,No,0.0,0.0,23.15,No,No,Automatic,No,0.0,11
0.0,Yes,Month-to-month,Yes,Fiber optic,0.0,80.85,80.85,No,Yes,Electronic check,No,1.0,4
2.0,Yes,Month-to-month,No,DSL,120.2,0.0,60.1,No,No,Mailed check,No,0.0,1
0.0,Yes,Month-to-month,No,Fiber optic,0.0,78.95,78.95,Yes,No,Electronic check,No,1.0,1
0.0,Yes,Month-to-month,No,DSL,0.0,0.0,45.15,Yes,No,Electronic check,No,0.0,2
0.0,Yes,Month-to-month,No,Fiber optic,0.0,79.4,79.4,Yes,No,Electronic check,No,1.0,3
2.0,Yes,One year,No,DSL,107.9,107.9,53.95,Yes,No,Mailed check,No,2.0,44
2.0,Yes,Month-to-month,No,Fiber optic,198.6,198.6,99.3,Yes,Yes,Automatic,No,2.0,24
1.0,Yes,Month-to-month,No,Fiber optic,80.65,0.0,80.65,Yes,No,Electronic check,No,0.0,18
0.0,Yes,Month-to-month,No,Fiber optic,0.0,0.0,71.1,No,No,Mailed check,No,0.0,1
2.0,Yes,One year,No,Fiber optic,212.5,212.5,106.25,Yes,Yes,Electronic check,Yes,2.0,65
0.0,Yes,One year,No,No,0.0,0.0,20.8,No,Yes,Automatic,No,0.0,53
0.0,Yes,Month-to-month,No,Fiber optic,0.0,188.0,94.0,Yes,No,Electronic check,Yes,2.0,1
1.0,Yes,Month-to-month,No,Fiber optic,89.85,89.85,89.85,No,No,Electronic check,Yes,1.0,15
0.0,Yes,Month-to-month,No,DSL,0.0,0.0,46.0,Yes,No,Mailed check,No,0.0,4
2.0,Yes,Month-to-month,No,DSL,132.5,66.25,66.25,No,No,Mailed check,No,1.0,9
1.0,Yes,Month-to-month,No,Fiber optic,90.0,90.0,90.0,Yes,No,Electronic check,No,1.0,22
0.0,Yes,One year,No,Fiber optic,0.0,0.0,70.45,Yes,No,Automatic,No,0.0,38
0.0,Yes,Two year,Yes,No,0.0,0.0,19.75,No,No,Automatic,No,0.0,53
2.0,Yes,Month-to-month,No,DSL,107.9,0.0,53.95,Yes,No,Electronic check,No,0.0,1
2.0,Yes,Month-to-month,No,Fiber optic,211.0,211.0,105.5,Yes,No,Electronic check,Yes,2.0,8
0.0,Yes,Month-to-month,Yes,Fiber optic,0.0,81.0,81.0,Yes,No,Electronic check,No,1.0,16
0.0,Yes,Month-to-month,Yes,Fiber optic,0.0,0.0,69.8,Yes,Yes,Electronic check,No,0.0,1
0.0,Yes,Month-to-month,No,Fiber optic,0.0,0.0,73.75,No,No,Mailed check,Yes,0.0,7
1.0,Yes,Month-to-month,No,DSL,54.55,0.0,54.55,No,No,Electronic check,Yes,0.0,9
0.0,Yes,Month-to-month,No,Fiber optic,0.0,0.0,76.25,Yes,No,Electronic check,Yes,0.0,37
0.0,Yes,Month-to-month,No,Fiber optic,0.0,187.8,93.9,Yes,No,Mailed check,No,2.0,5
0.0,Yes,Month-to-month,No,Fiber optic,0.0,0.0,70.4,Yes,No,Electronic check,Yes,0.0,3
1.0,Yes,Month-to-month,Yes,Fiber optic,91.15,91.15,91.15,Yes,Yes,Electronic check,No,1.0,31
0.0,Yes,Month-to-month,No,Fiber optic,0.0,0.0,70.95,Yes,No,Electronic check,No,0.0,2
1.0,Yes,Month-to-month,No,Fiber optic,99.5,199.0,99.5,Yes,Yes,Electronic check,No,2.0,37
3.0,Yes,Month-to-month,No,Fiber optic,251.70000000000002,0.0,83.9,Yes,No,Automatic,No,0.0,38
4.0,Yes,Month-to-month,No,Fiber optic,469.8,234.9,117.45,No,Yes,Electronic check,Yes,2.0,48
3.0,Yes,Month-to-month,No,Fiber optic,313.20000000000005,208.8,104.4,Yes,No,Electronic check,No,2.0,10
1.0,Yes,Month-to-month,No,DSL,29.4,0.0,29.4,Yes,No,Electronic check,Yes,0.0,8
0.0,Yes,Month-to-month,No,DSL,0.0,0.0,44.65,No,No,Mailed check,No,0.0,2
0.0,Yes,Month-to-month,No,DSL,0.0,0.0,25.25,No,No,Electronic check,No,0.0,3
2.0,Yes,Month-to-month,Yes,Fiber optic,168.1,0.0,84.05,No,No,Automatic,No,0.0,4
0.0,Yes,Month-to-month,No,Fiber optic,0.0,85.7,85.7,Yes,Yes,Electronic check,Yes,1.0,37
1.0,Yes,Month-to-month,No,Fiber optic,74.7,0.0,74.7,Yes,No,Electronic check,No,0.0,1
1.0,Yes,Month-to-month,No,Fiber optic,90.8,90.8,90.8,Yes,No,Electronic check,No,1.0,5
2.0,Yes,Month-to-month,No,Fiber optic,212.3,212.3,106.15,Yes,No,Electronic check,Yes,2.0,28
4.0,Yes,One year,No,DSL,341.4,170.7,85.35,No,No,Automatic,No,2.0,30
1.0,Yes,Month-to-month,No,Fiber optic,90.85,90.85,90.85,Yes,No,Electronic check,Yes,1.0,36
0.0,Yes,Month-to-month,No,DSL,0.0,35.75,35.75,Yes,No,Electronic check,No,1.0,1
0.0,Yes,Month-to-month,Yes,DSL,0.0,0.0,46.0,No,Yes,Electronic check,Yes,0.0,4
2.0,Yes,Month-to-month,Yes,Fiber optic,178.8,89.4,89.4,Yes,Yes,Electronic check,No,1.0,17
0.0,Yes,Month-to-month,No,No,0.0,0.0,19.8,Yes,No,Mailed check,No,0.0,3
0.0,Yes,Month-to-month,Yes,DSL,0.0,0.0,50.9,Yes,Yes,Electronic check,No,0.0,4
0.0,Yes,Month-to-month,No,Fiber optic,0.0,81.0,81.0,Yes,No,Electronic check,No,1.0,4
1.0,Yes,Month-to-month,No,Fiber optic,98.35,196.7,98.35,Yes,No,Electronic check,No,2.0,26
1.0,Yes,Month-to-month,No,DSL,51.0,102.0,51.0,Yes,No,Mailed check,No,2.0,5
1.0,Yes,Month-to-month,No,Fiber optic,91.65,91.65,91.65,Yes,Yes,Electronic check,No,1.0,4
0.0,Yes,Month-to-month,Yes,Fiber optic,0.0,181.7,90.85,Yes,No,Electronic check,No,2.0,1
